date,time,item_name,category,quantity,price,total,payment_method,staff_name
2024-03-13,18:15,Salad,Food,1,8.5,8.5,Mobile Pay,Alex Brown
2024-03-13,18:15,Muffin,Food,1,3.75,3.75,Mobile Pay,Sarah Johnson
2024-03-13,18:15,Espresso,Coffee,1,2.5,2.5,Card,John Smith
2024-03-13,07:44,Salad,Food,1,8.5,8.5,Cash,Mike Davis
2024-03-13,15:22,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-03-13,11:04,Sandwich,Food,1,7.5,7.5,Mobile Pay,Mike Davis
2024-03-13,12:57,Latte,Coffee,1,5.0,5.0,Mobile Pay,Mike Davis
2024-03-13,12:57,Salad,Food,1,8.5,8.5,Cash,Mike Davis
2024-03-13,12:12,Salad,Food,1,8.5,8.5,Mobile Pay,John Smith
2024-03-13,12:12,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-03-13,20:54,Latte,Coffee,1,5.0,5.0,Card,Emma Wilson
2024-03-13,20:54,Salad,Food,1,8.5,8.5,Cash,Sarah Johnson
2024-03-13,12:58,Sandwich,Food,1,7.5,7.5,Cash,Mike Davis
2024-03-13,12:58,Sandwich,Food,1,7.5,7.5,Card,Sarah Johnson
2024-03-13,15:56,Cold Brew,Coffee,1,4.0,4.0,Cash,Mike Davis
2024-03-13,13:02,Muffin,Food,2,3.75,7.5,Cash,Sarah Johnson
2024-03-13,07:14,Mocha,Coffee,1,5.5,5.5,Cash,John Smith
2024-03-13,08:48,Croissant,Food,1,3.25,3.25,Card,Emma Wilson
2024-03-13,08:48,Cappuccino,Coffee,1,4.5,4.5,Cash,John Smith
2024-03-13,08:48,Latte,Coffee,2,5.0,10.0,Cash,Alex Brown
2024-03-13,03:44,Tea,Beverages,1,2.75,2.75,Cash,John Smith
2024-03-13,03:44,Espresso,Coffee,1,2.5,2.5,Cash,John Smith
2024-03-13,03:44,Latte,Coffee,1,5.0,5.0,Card,Alex Brown
2024-03-13,06:09,Cake Slice,Food,1,4.75,4.75,Cash,Mike Davis
2024-03-13,06:09,Croissant,Food,1,3.25,3.25,Mobile Pay,Emma Wilson
2024-03-13,11:06,Muffin,Food,1,3.75,3.75,Card,Emma Wilson
2024-03-13,20:14,Espresso,Coffee,1,2.5,2.5,Card,Alex Brown
2024-03-13,20:14,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Sarah Johnson
2024-03-13,07:16,Cake Slice,Food,1,4.75,4.75,Cash,Alex Brown
2024-03-13,07:16,Cake Slice,Food,1,4.75,4.75,Cash,Alex Brown
2024-03-13,13:08,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-03-13,13:08,Croissant,Food,2,3.25,6.5,Card,Sarah Johnson
2024-03-13,13:08,Muffin,Food,1,3.75,3.75,Mobile Pay,Sarah Johnson
2024-03-13,14:59,Salad,Food,1,8.5,8.5,Cash,Sarah Johnson
2024-03-13,13:40,Croissant,Food,1,3.25,3.25,Mobile Pay,Mike Davis
2024-03-13,12:43,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Mike Davis
2024-03-13,12:43,Latte,Coffee,1,5.0,5.0,Cash,John Smith
2024-03-13,14:01,Sandwich,Food,1,7.5,7.5,Card,Alex Brown
2024-03-13,14:01,Croissant,Food,1,3.25,3.25,Cash,Sarah Johnson
2024-03-13,14:01,Muffin,Food,1,3.75,3.75,Cash,Mike Davis
2024-03-13,13:03,Americano,Coffee,1,3.5,3.5,Mobile Pay,John Smith
2024-03-13,13:03,Cake Slice,Food,1,4.75,4.75,Mobile Pay,John Smith
2024-03-13,17:43,Espresso,Coffee,1,2.5,2.5,Card,Emma Wilson
2024-03-13,06:55,Americano,Coffee,1,3.5,3.5,Cash,Sarah Johnson
2024-03-13,06:55,Cake Slice,Food,1,4.75,4.75,Cash,Emma Wilson
2024-03-13,14:53,Muffin,Food,1,3.75,3.75,Cash,Alex Brown
2024-03-13,15:39,Bagel,Food,1,4.25,4.25,Mobile Pay,John Smith
2024-03-13,15:39,Bagel,Food,2,4.25,8.5,Mobile Pay,Emma Wilson
2024-03-13,15:22,Muffin,Food,1,3.75,3.75,Mobile Pay,John Smith
2024-03-13,15:22,Cappuccino,Coffee,2,4.5,9.0,Card,Mike Davis
2024-03-13,19:42,Bagel,Food,1,4.25,4.25,Card,Sarah Johnson
2024-03-13,19:42,Hot Chocolate,Beverages,1,4.0,4.0,Cash,Alex Brown
2024-03-13,16:05,Hot Chocolate,Beverages,1,4.0,4.0,Mobile Pay,Emma Wilson
2024-03-13,06:24,Cold Brew,Coffee,1,4.0,4.0,Cash,Alex Brown
2024-03-13,06:24,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-03-13,13:28,Cold Brew,Coffee,1,4.0,4.0,Cash,Mike Davis
2024-03-13,11:29,Espresso,Coffee,2,2.5,5.0,Cash,Sarah Johnson
2024-03-13,06:09,Americano,Coffee,2,3.5,7.0,Mobile Pay,Sarah Johnson
2024-03-13,22:58,Cold Brew,Coffee,1,4.0,4.0,Cash,Alex Brown
2024-03-13,22:58,Salad,Food,1,8.5,8.5,Card,Alex Brown
2024-03-13,12:31,Croissant,Food,2,3.25,6.5,Cash,Alex Brown
2024-03-13,20:35,Salad,Food,1,8.5,8.5,Mobile Pay,John Smith
2024-03-13,20:35,Croissant,Food,1,3.25,3.25,Mobile Pay,John Smith
2024-03-13,18:39,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-03-13,18:39,Latte,Coffee,1,5.0,5.0,Cash,Mike Davis
2024-03-13,18:37,Muffin,Food,1,3.75,3.75,Mobile Pay,Mike Davis
2024-03-13,15:24,Salad,Food,1,8.5,8.5,Cash,John Smith
2024-03-13,15:24,Americano,Coffee,1,3.5,3.5,Mobile Pay,Emma Wilson
2024-03-13,13:59,Americano,Coffee,1,3.5,3.5,Card,Sarah Johnson
2024-03-13,13:59,Salad,Food,1,8.5,8.5,Mobile Pay,Mike Davis
2024-03-13,07:05,Salad,Food,1,8.5,8.5,Mobile Pay,Emma Wilson
2024-03-13,06:23,Smoothie,Beverages,1,6.0,6.0,Cash,Mike Davis
2024-03-13,06:23,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-03-13,12:52,Cold Brew,Coffee,1,4.0,4.0,Card,Emma Wilson
2024-03-13,16:06,Espresso,Coffee,1,2.5,2.5,Card,Sarah Johnson
2024-03-13,07:59,Hot Chocolate,Beverages,1,4.0,4.0,Cash,Alex Brown
2024-03-13,07:59,Mocha,Coffee,1,5.5,5.5,Cash,Mike Davis
2024-03-13,20:00,Espresso,Coffee,2,2.5,5.0,Cash,John Smith
2024-03-13,18:27,Hot Chocolate,Beverages,1,4.0,4.0,Cash,John Smith
2024-03-13,08:14,Espresso,Coffee,1,2.5,2.5,Cash,Alex Brown
2024-03-13,08:14,Latte,Coffee,1,5.0,5.0,Cash,Emma Wilson
2024-03-13,20:30,Hot Chocolate,Beverages,1,4.0,4.0,Mobile Pay,Alex Brown
2024-03-13,13:58,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Sarah Johnson
2024-03-13,13:58,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Emma Wilson
2024-03-13,13:58,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-03-13,14:56,Bagel,Food,1,4.25,4.25,Card,John Smith
2024-03-13,14:56,Espresso,Coffee,1,2.5,2.5,Cash,Emma Wilson
2024-03-13,07:31,Cold Brew,Coffee,2,4.0,8.0,Card,Emma Wilson
2024-03-13,07:31,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-03-13,20:25,Mocha,Coffee,2,5.5,11.0,Mobile Pay,Sarah Johnson
2024-03-13,18:12,Fresh Juice,Beverages,1,4.25,4.25,Card,Sarah Johnson
2024-03-13,18:12,Cake Slice,Food,1,4.75,4.75,Card,Emma Wilson
2024-03-13,21:14,Sandwich,Food,1,7.5,7.5,Card,Emma Wilson
2024-03-13,21:31,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Sarah Johnson
2024-03-13,21:31,Salad,Food,1,8.5,8.5,Cash,Emma Wilson
2024-03-13,21:31,Cake Slice,Food,1,4.75,4.75,Card,Emma Wilson
2024-03-13,08:42,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-03-13,08:42,Sandwich,Food,1,7.5,7.5,Cash,John Smith
2024-03-13,08:36,Espresso,Coffee,1,2.5,2.5,Card,Alex Brown
2024-03-13,07:21,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,John Smith
2024-03-13,07:21,Muffin,Food,1,3.75,3.75,Cash,John Smith
2024-03-13,19:48,Hot Chocolate,Beverages,1,4.0,4.0,Cash,Sarah Johnson
2024-03-13,19:48,Mocha,Coffee,1,5.5,5.5,Card,Sarah Johnson
2024-03-13,11:42,Fresh Juice,Beverages,1,4.25,4.25,Cash,Mike Davis
2024-03-13,11:42,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-03-13,06:51,Americano,Coffee,2,3.5,7.0,Cash,Mike Davis
2024-03-13,17:33,Sandwich,Food,1,7.5,7.5,Cash,Emma Wilson
2024-03-13,17:33,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Mike Davis
2024-03-13,19:18,Tea,Beverages,1,2.75,2.75,Cash,Mike Davis
2024-03-13,15:14,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-03-13,11:34,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-03-13,06:52,Mocha,Coffee,1,5.5,5.5,Card,Emma Wilson
2024-03-13,06:52,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Sarah Johnson
2024-03-13,09:44,Cold Brew,Coffee,1,4.0,4.0,Cash,Sarah Johnson
2024-03-13,06:09,Espresso,Coffee,1,2.5,2.5,Card,Alex Brown
2024-03-13,17:52,Smoothie,Beverages,1,6.0,6.0,Cash,Sarah Johnson
2024-03-13,12:11,Tea,Beverages,2,2.75,5.5,Card,Emma Wilson
2024-03-13,07:11,Cappuccino,Coffee,1,4.5,4.5,Card,Sarah Johnson
2024-03-13,07:11,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Emma Wilson
2024-03-13,17:47,Cold Brew,Coffee,2,4.0,8.0,Mobile Pay,John Smith
2024-03-13,17:47,Croissant,Food,1,3.25,3.25,Card,Emma Wilson
2024-03-13,17:05,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-03-13,08:06,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Emma Wilson
2024-03-13,08:06,Fresh Juice,Beverages,2,4.25,8.5,Cash,John Smith
2024-03-13,12:49,Latte,Coffee,1,5.0,5.0,Mobile Pay,Alex Brown
2024-03-13,12:49,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-03-13,18:44,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Emma Wilson
2024-03-13,09:35,Mocha,Coffee,1,5.5,5.5,Mobile Pay,John Smith
2024-03-13,08:33,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-03-13,08:33,Bagel,Food,1,4.25,4.25,Mobile Pay,Alex Brown
2024-03-13,16:25,Mocha,Coffee,1,5.5,5.5,Cash,John Smith
2024-03-13,12:40,Sandwich,Food,2,7.5,15.0,Mobile Pay,Mike Davis
2024-03-13,12:41,Salad,Food,1,8.5,8.5,Cash,Alex Brown
2024-03-13,12:41,Cappuccino,Coffee,2,4.5,9.0,Card,Alex Brown
2024-03-13,17:39,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Emma Wilson
2024-03-13,18:31,Cold Brew,Coffee,1,4.0,4.0,Card,Sarah Johnson
2024-03-13,15:12,Tea,Beverages,1,2.75,2.75,Mobile Pay,Emma Wilson
2024-03-13,15:12,Mocha,Coffee,1,5.5,5.5,Cash,Alex Brown
2024-03-13,05:45,Mocha,Coffee,1,5.5,5.5,Card,Emma Wilson
2024-03-13,05:45,Americano,Coffee,1,3.5,3.5,Card,Emma Wilson
2024-03-13,08:51,Cold Brew,Coffee,2,4.0,8.0,Cash,Emma Wilson
2024-03-13,08:51,Latte,Coffee,1,5.0,5.0,Mobile Pay,John Smith
2024-03-13,17:22,Espresso,Coffee,1,2.5,2.5,Card,Emma Wilson
2024-03-13,06:56,Cappuccino,Coffee,1,4.5,4.5,Cash,Alex Brown
2024-03-13,12:18,Americano,Coffee,1,3.5,3.5,Card,Emma Wilson
2024-03-13,10:51,Latte,Coffee,1,5.0,5.0,Mobile Pay,Sarah Johnson
2024-03-13,10:51,Cake Slice,Food,2,4.75,9.5,Card,John Smith
2024-03-13,06:42,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Mike Davis
2024-03-13,23:59,Salad,Food,2,8.5,17.0,Mobile Pay,Emma Wilson
2024-03-13,06:44,Bagel,Food,2,4.25,8.5,Cash,Emma Wilson
2024-03-13,11:23,Croissant,Food,1,3.25,3.25,Card,Mike Davis
2024-03-13,08:50,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-03-13,08:08,Espresso,Coffee,2,2.5,5.0,Card,John Smith
2024-03-13,06:11,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Alex Brown
2024-03-14,18:56,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-03-14,18:56,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Mike Davis
2024-03-14,20:00,Latte,Coffee,1,5.0,5.0,Card,Mike Davis
2024-03-14,06:36,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Alex Brown
2024-03-14,08:45,Salad,Food,1,8.5,8.5,Card,John Smith
2024-03-14,08:45,Latte,Coffee,2,5.0,10.0,Cash,Sarah Johnson
2024-03-14,06:07,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-03-14,08:35,Espresso,Coffee,1,2.5,2.5,Card,Mike Davis
2024-03-14,08:35,Latte,Coffee,2,5.0,10.0,Card,Emma Wilson
2024-03-14,08:58,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Alex Brown
2024-03-14,23:16,Latte,Coffee,1,5.0,5.0,Card,Alex Brown
2024-03-14,10:54,Fresh Juice,Beverages,1,4.25,4.25,Cash,Alex Brown
2024-03-14,10:54,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Mike Davis
2024-03-14,07:44,Espresso,Coffee,2,2.5,5.0,Mobile Pay,John Smith
2024-03-14,11:25,Muffin,Food,2,3.75,7.5,Cash,Sarah Johnson
2024-03-14,13:52,Cake Slice,Food,1,4.75,4.75,Cash,Sarah Johnson
2024-03-14,08:07,Cappuccino,Coffee,2,4.5,9.0,Card,John Smith
2024-03-14,08:07,Croissant,Food,1,3.25,3.25,Card,Emma Wilson
2024-03-14,08:07,Mocha,Coffee,1,5.5,5.5,Cash,Alex Brown
2024-03-14,14:03,Sandwich,Food,2,7.5,15.0,Cash,Mike Davis
2024-03-14,14:03,Mocha,Coffee,1,5.5,5.5,Card,Mike Davis
2024-03-14,14:03,Cake Slice,Food,1,4.75,4.75,Card,John Smith
2024-03-14,13:07,Hot Chocolate,Beverages,1,4.0,4.0,Mobile Pay,Sarah Johnson
2024-03-14,17:27,Latte,Coffee,2,5.0,10.0,Cash,John Smith
2024-03-14,15:29,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-03-14,15:48,Bagel,Food,1,4.25,4.25,Cash,Mike Davis
2024-03-14,13:11,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Emma Wilson
2024-03-14,23:32,Salad,Food,1,8.5,8.5,Cash,Alex Brown
2024-03-14,07:33,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-03-14,07:33,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-03-14,11:32,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Alex Brown
2024-03-14,18:59,Muffin,Food,1,3.75,3.75,Mobile Pay,Sarah Johnson
2024-03-14,06:18,Cold Brew,Coffee,1,4.0,4.0,Cash,Alex Brown
2024-03-14,06:38,Latte,Coffee,1,5.0,5.0,Card,Mike Davis
2024-03-14,12:46,Latte,Coffee,1,5.0,5.0,Card,Alex Brown
2024-03-14,12:46,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Sarah Johnson
2024-03-14,12:46,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,John Smith
2024-03-14,11:07,Smoothie,Beverages,2,6.0,12.0,Card,Emma Wilson
2024-03-14,12:04,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-03-14,14:06,Salad,Food,1,8.5,8.5,Cash,John Smith
2024-03-14,14:06,Sandwich,Food,1,7.5,7.5,Card,Sarah Johnson
2024-03-14,09:18,Cappuccino,Coffee,1,4.5,4.5,Card,Alex Brown
2024-03-14,09:18,Smoothie,Beverages,1,6.0,6.0,Cash,Alex Brown
2024-03-14,22:06,Espresso,Coffee,1,2.5,2.5,Card,Mike Davis
2024-03-14,22:06,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,John Smith
2024-03-14,18:34,Fresh Juice,Beverages,2,4.25,8.5,Mobile Pay,Alex Brown
2024-03-14,18:34,Sandwich,Food,1,7.5,7.5,Card,Emma Wilson
2024-03-14,18:34,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-03-14,14:06,Salad,Food,1,8.5,8.5,Cash,Sarah Johnson
2024-03-14,14:25,Cappuccino,Coffee,1,4.5,4.5,Card,Emma Wilson
2024-03-14,14:25,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Alex Brown
2024-03-14,14:25,Mocha,Coffee,1,5.5,5.5,Cash,Sarah Johnson
2024-03-14,13:27,Mocha,Coffee,1,5.5,5.5,Card,Mike Davis
2024-03-14,13:27,Muffin,Food,1,3.75,3.75,Mobile Pay,John Smith
2024-03-14,08:48,Cold Brew,Coffee,2,4.0,8.0,Mobile Pay,Sarah Johnson
2024-03-14,12:02,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-03-14,13:43,Bagel,Food,1,4.25,4.25,Mobile Pay,Sarah Johnson
2024-03-14,13:43,Americano,Coffee,1,3.5,3.5,Mobile Pay,Sarah Johnson
2024-03-14,12:27,Mocha,Coffee,1,5.5,5.5,Cash,Sarah Johnson
2024-03-14,12:27,Muffin,Food,1,3.75,3.75,Cash,Mike Davis
2024-03-14,12:27,Cappuccino,Coffee,1,4.5,4.5,Card,Mike Davis
2024-03-14,08:38,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Mike Davis
2024-03-14,23:54,Mocha,Coffee,1,5.5,5.5,Card,Sarah Johnson
2024-03-14,23:54,Cold Brew,Coffee,1,4.0,4.0,Cash,Emma Wilson
2024-03-14,06:54,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-03-14,07:52,Croissant,Food,1,3.25,3.25,Cash,John Smith
2024-03-14,07:52,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-03-14,17:58,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Emma Wilson
2024-03-14,08:40,Cake Slice,Food,2,4.75,9.5,Card,Emma Wilson
2024-03-14,08:40,Cappuccino,Coffee,2,4.5,9.0,Cash,Alex Brown
2024-03-14,08:40,Mocha,Coffee,1,5.5,5.5,Cash,Sarah Johnson
2024-03-14,12:52,Bagel,Food,2,4.25,8.5,Cash,Alex Brown
2024-03-14,12:52,Croissant,Food,1,3.25,3.25,Card,Alex Brown
2024-03-14,12:52,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Emma Wilson
2024-03-14,21:27,Sandwich,Food,2,7.5,15.0,Card,Emma Wilson
2024-03-14,21:27,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-14,14:19,Sandwich,Food,1,7.5,7.5,Cash,Emma Wilson
2024-03-14,15:53,Fresh Juice,Beverages,1,4.25,4.25,Cash,Alex Brown
2024-03-14,15:53,Croissant,Food,1,3.25,3.25,Card,Mike Davis
2024-03-14,15:53,Cold Brew,Coffee,2,4.0,8.0,Cash,Mike Davis
2024-03-14,23:09,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-03-14,07:58,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Emma Wilson
2024-03-14,18:23,Espresso,Coffee,2,2.5,5.0,Cash,Mike Davis
2024-03-14,18:23,Latte,Coffee,2,5.0,10.0,Card,Sarah Johnson
2024-03-14,07:59,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-03-14,17:58,Tea,Beverages,1,2.75,2.75,Mobile Pay,Sarah Johnson
2024-03-14,23:53,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-03-14,23:53,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-03-14,00:30,Americano,Coffee,1,3.5,3.5,Mobile Pay,Sarah Johnson
2024-03-14,08:33,Croissant,Food,2,3.25,6.5,Card,Sarah Johnson
2024-03-14,12:15,Cake Slice,Food,1,4.75,4.75,Card,Emma Wilson
2024-03-14,15:05,Fresh Juice,Beverages,1,4.25,4.25,Cash,Emma Wilson
2024-03-14,15:05,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-03-14,17:53,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-14,17:53,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-03-14,11:50,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-03-14,08:15,Bagel,Food,1,4.25,4.25,Cash,Alex Brown
2024-03-14,19:00,Mocha,Coffee,2,5.5,11.0,Mobile Pay,Alex Brown
2024-03-14,18:08,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-14,02:17,Muffin,Food,2,3.75,7.5,Card,John Smith
2024-03-14,02:17,Cappuccino,Coffee,1,4.5,4.5,Cash,Sarah Johnson
2024-03-14,12:37,Bagel,Food,1,4.25,4.25,Card,John Smith
2024-03-14,12:37,Cake Slice,Food,1,4.75,4.75,Card,Mike Davis
2024-03-14,07:55,Cappuccino,Coffee,1,4.5,4.5,Cash,Alex Brown
2024-03-14,07:55,Croissant,Food,1,3.25,3.25,Cash,Mike Davis
2024-03-14,11:09,Bagel,Food,1,4.25,4.25,Card,Mike Davis
2024-03-14,11:09,Smoothie,Beverages,1,6.0,6.0,Mobile Pay,Emma Wilson
2024-03-14,14:00,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-03-14,14:00,Cold Brew,Coffee,2,4.0,8.0,Cash,John Smith
2024-03-14,08:45,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Mike Davis
2024-03-14,07:14,Latte,Coffee,1,5.0,5.0,Card,John Smith
2024-03-14,07:14,Cake Slice,Food,1,4.75,4.75,Cash,Mike Davis
2024-03-14,19:35,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-03-14,19:35,Smoothie,Beverages,1,6.0,6.0,Cash,John Smith
2024-03-14,03:54,Latte,Coffee,2,5.0,10.0,Cash,Mike Davis
2024-03-14,03:25,Mocha,Coffee,1,5.5,5.5,Card,Emma Wilson
2024-03-14,12:51,Espresso,Coffee,1,2.5,2.5,Card,Sarah Johnson
2024-03-14,15:22,Mocha,Coffee,1,5.5,5.5,Card,Alex Brown
2024-03-14,15:22,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-14,16:02,Smoothie,Beverages,1,6.0,6.0,Mobile Pay,John Smith
2024-03-14,17:12,Muffin,Food,1,3.75,3.75,Cash,Mike Davis
2024-03-14,17:12,Cake Slice,Food,1,4.75,4.75,Card,John Smith
2024-03-14,08:01,Americano,Coffee,1,3.5,3.5,Mobile Pay,Sarah Johnson
2024-03-14,09:18,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Sarah Johnson
2024-03-14,09:18,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Emma Wilson
2024-03-14,06:35,Cake Slice,Food,1,4.75,4.75,Cash,Sarah Johnson
2024-03-14,06:35,Bagel,Food,1,4.25,4.25,Cash,Mike Davis
2024-03-14,06:52,Cappuccino,Coffee,1,4.5,4.5,Card,Alex Brown
2024-03-14,09:15,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-03-14,09:15,Latte,Coffee,1,5.0,5.0,Mobile Pay,Mike Davis
2024-03-14,12:58,Smoothie,Beverages,1,6.0,6.0,Cash,Emma Wilson
2024-03-14,18:25,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Emma Wilson
2024-03-14,12:33,Sandwich,Food,1,7.5,7.5,Card,Alex Brown
2024-03-14,12:33,Salad,Food,1,8.5,8.5,Card,Sarah Johnson
2024-03-14,11:23,Muffin,Food,1,3.75,3.75,Cash,Sarah Johnson
2024-03-14,11:23,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Mike Davis
2024-03-14,21:32,Tea,Beverages,1,2.75,2.75,Card,Mike Davis
2024-03-15,13:01,Cappuccino,Coffee,1,4.5,4.5,Card,Mike Davis
2024-03-15,16:23,Mocha,Coffee,1,5.5,5.5,Cash,Emma Wilson
2024-03-15,16:23,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-15,09:08,Americano,Coffee,1,3.5,3.5,Mobile Pay,Sarah Johnson
2024-03-15,08:40,Muffin,Food,1,3.75,3.75,Card,John Smith
2024-03-15,08:40,Latte,Coffee,1,5.0,5.0,Cash,Emma Wilson
2024-03-15,03:49,Americano,Coffee,1,3.5,3.5,Mobile Pay,Alex Brown
2024-03-15,03:49,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-03-15,03:49,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-03-15,12:50,Americano,Coffee,1,3.5,3.5,Mobile Pay,Sarah Johnson
2024-03-15,08:48,Latte,Coffee,1,5.0,5.0,Card,Alex Brown
2024-03-15,08:48,Cappuccino,Coffee,1,4.5,4.5,Cash,Alex Brown
2024-03-15,08:48,Espresso,Coffee,1,2.5,2.5,Cash,John Smith
2024-03-15,13:30,Smoothie,Beverages,1,6.0,6.0,Cash,Alex Brown
2024-03-15,13:30,Cold Brew,Coffee,1,4.0,4.0,Cash,John Smith
2024-03-15,09:39,Bagel,Food,1,4.25,4.25,Cash,Mike Davis
2024-03-15,11:05,Sandwich,Food,1,7.5,7.5,Cash,John Smith
2024-03-15,11:43,Bagel,Food,1,4.25,4.25,Mobile Pay,Mike Davis
2024-03-15,11:31,Bagel,Food,1,4.25,4.25,Mobile Pay,Alex Brown
2024-03-15,18:34,Latte,Coffee,1,5.0,5.0,Cash,Emma Wilson
2024-03-15,16:12,Latte,Coffee,1,5.0,5.0,Mobile Pay,Sarah Johnson
2024-03-15,17:24,Cappuccino,Coffee,1,4.5,4.5,Card,John Smith
2024-03-15,19:07,Sandwich,Food,1,7.5,7.5,Mobile Pay,Mike Davis
2024-03-15,19:04,Fresh Juice,Beverages,1,4.25,4.25,Card,Sarah Johnson
2024-03-15,18:30,Tea,Beverages,1,2.75,2.75,Cash,Sarah Johnson
2024-03-15,11:28,Croissant,Food,1,3.25,3.25,Cash,Alex Brown
2024-03-15,02:00,Muffin,Food,1,3.75,3.75,Cash,John Smith
2024-03-15,07:01,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-03-15,14:22,Cappuccino,Coffee,1,4.5,4.5,Card,Emma Wilson
2024-03-15,07:27,Salad,Food,1,8.5,8.5,Card,Sarah Johnson
2024-03-15,07:27,Muffin,Food,1,3.75,3.75,Mobile Pay,Alex Brown
2024-03-15,16:25,Espresso,Coffee,2,2.5,5.0,Card,Sarah Johnson
2024-03-15,12:26,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
